"Outlet";"CT";"Transaction Time";"Amount";"Credits";"Action";"Description"
"11-0010";"750624";"10.03.2022 12:05:58";"0";"879,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:05:59";"-1,50";"877,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:05:59";"0";"877,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:00";"-1,50";"876,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:04";"0";"876,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:04";"-1,50";"874,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:05";"0";"874,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:05";"-1,50";"873,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:11";"6,00";"879,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:12";"-1,50";"877,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:16";"7,50";"885,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:17";"-1,50";"883,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:20";"0";"883,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:21";"-1,50";"882,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:22";"0";"882,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:22";"-1,50";"880,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:23";"0";"880,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:23";"-1,50";"879,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:26";"0";"879,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:26";"-1,50";"877,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:27";"0";"877,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:27";"-1,50";"876,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:28";"0";"876,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:28";"-1,50";"874,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:29";"0";"874,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:30";"-1,50";"873,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:30";"0";"873,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:31";"-1,50";"871,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:32";"0";"871,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:32";"-1,50";"870,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:40";"0";"870,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:40";"-1,50";"868,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:41";"0";"868,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:42";"-1,50";"867,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:47";"7,50";"874,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:48";"-1,50";"873,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:48";"0";"873,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:49";"-1,50";"871,50";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:50";"0";"871,50";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:50";"-1,50";"870,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:53";"0,75";"870,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:53";"-1,50";"869,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:54";"0";"869,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:54";"-1,50";"867,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:55";"0";"867,75";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:56";"-1,50";"866,25";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:57";"0";"866,25";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:57";"-1,50";"864,75";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:06:59";"1,20";"865,95";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:00";"-1,50";"864,45";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:02";"0,60";"865,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:03";"-1,50";"863,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:03";"0";"863,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:04";"-1,50";"862,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:04";"0";"862,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:05";"-1,50";"860,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:06";"0";"860,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:06";"-1,50";"859,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:09";"0";"859,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:10";"-1,50";"857,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:11";"0";"857,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:11";"-1,50";"856,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:12";"0";"856,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:12";"-1,50";"854,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:13";"0";"854,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:14";"-1,50";"853,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:16";"0";"853,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:16";"-1,50";"851,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:17";"0";"851,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:18";"-1,50";"850,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:18";"0";"850,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:19";"-1,50";"848,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:20";"0";"848,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:20";"-1,50";"847,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:22";"0";"847,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:23";"-1,50";"845,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:27";"0";"845,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:27";"-1,50";"844,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:28";"0";"844,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:29";"-1,50";"842,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:29";"0";"842,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:30";"-1,50";"841,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:31";"0";"841,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:31";"-1,50";"839,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:32";"0";"839,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:32";"-1,50";"838,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:33";"0";"838,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:33";"-1,50";"836,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:38";"15,00";"851,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:39";"-1,50";"850,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:40";"0";"850,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:40";"-1,50";"848,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:41";"0";"848,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:41";"-1,50";"847,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:42";"0";"847,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:43";"-1,50";"845,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:43";"0";"845,55";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:44";"-1,50";"844,05";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:45";"0";"844,05";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:45";"-1,50";"842,55";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:48";"0,60";"843,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:48";"-1,50";"841,65";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:49";"0";"841,65";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:49";"-1,50";"840,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:50";"0";"840,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:50";"-1,50";"838,65";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:51";"0";"838,65";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:52";"-1,50";"837,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:52";"0";"837,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:53";"-1,50";"835,65";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:55";"0";"835,65";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:55";"-1,50";"834,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:56";"0";"834,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:56";"-1,50";"832,65";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:07:59";"0,75";"833,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:00";"-1,50";"831,90";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:02";"1,20";"833,10";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:03";"-1,50";"831,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:03";"0";"831,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:04";"-1,50";"830,10";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:04";"0";"830,10";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:05";"-1,50";"828,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:06";"0";"828,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:06";"-1,50";"827,10";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:07";"0";"827,10";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:07";"-1,50";"825,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:13";"7,20";"832,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:14";"-1,50";"831,30";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:19";"6,00";"837,30";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:19";"-1,50";"835,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:20";"0";"835,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:21";"-1,50";"834,30";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:21";"0";"834,30";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:22";"-1,50";"832,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:24";"0";"832,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:24";"-1,50";"831,30";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:29";"6,00";"837,30";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:29";"-1,50";"835,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:30";"0";"835,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:08:31";"-1,50";"834,30";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:09:32";"108,60";"942,90";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750624";"10.03.2022 12:09:33";"-942,90";"0";"Handpay";""
"11-0010";"750624";"10.03.2022 15:25:56";"300,00";"300,00";"Remote-In";""
"11-0010";"750624";"10.03.2022 15:26:12";"-2,50";"297,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:15";"0";"297,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:15";"-2,50";"295,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:16";"0";"295,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:17";"-2,50";"292,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:19";"0";"292,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:19";"-2,50";"290,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:20";"0";"290,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:21";"-2,50";"287,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:23";"0";"287,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:24";"-2,50";"285,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:25";"0";"285,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:25";"-2,50";"282,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:27";"0";"282,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:28";"-2,50";"280,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:29";"0";"280,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:29";"-2,50";"277,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:31";"0";"277,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:32";"-2,50";"275,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:33";"0";"275,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:33";"-2,50";"272,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:34";"0";"272,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:35";"-2,50";"270,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:36";"0";"270,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:36";"-2,50";"267,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:38";"0";"267,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:39";"-2,50";"265,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:40";"0";"265,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:40";"-2,50";"262,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:42";"0";"262,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:43";"-2,50";"260,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:44";"0";"260,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:44";"-2,50";"257,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:45";"0";"257,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:46";"-2,50";"255,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:48";"0";"255,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:48";"-2,50";"252,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:49";"0";"252,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:50";"-2,50";"250,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:52";"22,50";"272,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:53";"-2,50";"270,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:54";"0";"270,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:54";"-2,50";"267,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:56";"0";"267,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:57";"-2,50";"265,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:58";"0";"265,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:26:58";"-2,50";"262,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:00";"0";"262,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:01";"-2,50";"260,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:02";"0";"260,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:02";"-2,50";"257,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:05";"0";"257,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:05";"-2,50";"255,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:06";"0";"255,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:06";"-2,50";"252,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:10";"20,00";"272,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:11";"-2,50";"270,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:12";"0";"270,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:12";"-2,50";"267,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:14";"0";"267,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:15";"-2,50";"265,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:16";"0";"265,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:16";"-2,50";"262,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:20";"7,50";"270,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:20";"-2,50";"267,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:21";"0";"267,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:22";"-2,50";"265,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:24";"0";"265,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:24";"-2,50";"262,50";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:25";"0";"262,50";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:26";"-2,50";"260,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:28";"0";"260,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:29";"-5,00";"255,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:31";"0";"255,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:32";"-5,00";"250,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:33";"0";"250,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:33";"-5,00";"245,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:36";"0";"245,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:36";"-5,00";"240,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:37";"0";"240,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:38";"-5,00";"235,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:40";"0";"235,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:40";"-5,00";"230,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:41";"0";"230,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:42";"-5,00";"225,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:44";"0";"225,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:44";"-5,00";"220,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:45";"0";"220,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:46";"-5,00";"215,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:47";"0";"215,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:47";"-5,00";"210,00";"Game-Start";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:49";"0";"210,00";"Game-End";"Game: Power Stars"
"11-0010";"750624";"10.03.2022 15:27:50";"-210,00";"0";"Handpay";""
"11-0010";"750624";"10.03.2022 15:32:41";"500,00";"500,00";"Remote-In";""
"11-0010";"750624";"10.03.2022 15:33:05";"-6,00";"494,00";"Game-Start";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:07";"0";"494,00";"Game-End";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:07";"-6,00";"488,00";"Game-Start";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:11";"5,00";"493,00";"Game-End";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:11";"-6,00";"487,00";"Game-Start";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:13";"0";"487,00";"Game-End";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:13";"-6,00";"481,00";"Game-Start";"Game: Lord of the Ocean"
"11-0010";"750624";"10.03.2022 15:33:15";"0";"481,00";"Game-End";"Game: Lord of the Ocean"
