"Outlet";"CT";"Transaction Time";"Amount";"Credits";"Action";"Description"
"11-0010";"750612";"10.03.2022 13:51:24";"-2,00";"68,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:25";"0";"68,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:25";"-2,00";"66,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:28";"2,00";"68,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:29";"-2,00";"66,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:30";"0";"66,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:30";"-2,00";"64,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:32";"0";"64,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:33";"-2,00";"62,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:35";"0";"62,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:35";"-2,00";"60,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:38";"6,00";"66,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:38";"-2,00";"64,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:42";"6,40";"70,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:42";"-2,00";"68,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:43";"0";"68,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:43";"-2,00";"66,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:47";"2,80";"69,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:48";"-2,00";"67,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:48";"0";"67,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:49";"-2,00";"65,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:51";"0";"65,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:51";"-2,00";"63,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:52";"0";"63,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:51:52";"-2,00";"61,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:52:54";"66,40";"128,00";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:52:54";"-2,00";"126,00";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:54";"135,40";"261,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:54";"-2,00";"259,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:57";"8,00";"267,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:58";"-2,00";"265,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:58";"0";"265,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:58";"-2,00";"263,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:59";"0";"263,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:53:59";"-2,00";"261,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:00";"0";"261,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:00";"-2,00";"259,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:02";"0";"259,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:11";"-2,00";"257,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:15";"6,00";"263,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:17";"-2,00";"261,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:19";"0";"261,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:34";"-2,00";"259,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:36";"0";"259,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:37";"-2,00";"257,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:41";"4,00";"261,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:42";"-2,00";"259,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:43";"0";"259,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:43";"-2,00";"257,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:46";"4,00";"261,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:48";"-2,00";"259,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:48";"0";"259,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:51";"-2,00";"257,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:51";"0";"257,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:52";"-2,00";"255,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:54";"0";"255,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:54";"-2,00";"253,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:56";"0";"253,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:57";"-2,00";"251,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:57";"0";"251,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:54:58";"-2,00";"249,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:00";"40,80";"290,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:32";"-2,00";"288,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:32";"0";"288,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:33";"-2,00";"286,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:34";"0";"286,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:34";"-2,00";"284,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:35";"0";"284,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:35";"-2,00";"282,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:36";"0";"282,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:36";"-2,00";"280,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:37";"0";"280,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:37";"-2,00";"278,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:38";"0";"278,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:39";"-2,00";"276,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:41";"0";"276,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:41";"-2,00";"274,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:42";"0";"274,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:43";"-2,00";"272,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:45";"0";"272,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:45";"-2,00";"270,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:46";"0";"270,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:46";"-2,00";"268,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:49";"2,00";"270,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:50";"-2,00";"268,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:50";"0";"268,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:51";"-2,00";"266,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:51";"0";"266,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:52";"-2,00";"264,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:52";"0";"264,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:53";"-2,00";"262,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:55";"1,60";"263,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:56";"-2,00";"261,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:58";"1,00";"262,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:55:59";"-2,00";"260,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:00";"0";"260,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:00";"-2,00";"258,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:00";"0";"258,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:01";"-2,00";"256,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:02";"0";"256,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:02";"-2,00";"254,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:03";"0";"254,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:03";"-2,00";"252,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:05";"2,00";"254,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:06";"-2,00";"252,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:07";"0";"252,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:07";"-2,00";"250,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:08";"0";"250,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:08";"-2,00";"248,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:09";"0";"248,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:10";"-2,00";"246,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:10";"0";"246,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:11";"-2,00";"244,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:11";"0";"244,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:12";"-2,00";"242,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:12";"0";"242,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:13";"-2,00";"240,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:13";"0";"240,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:14";"-2,00";"238,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:14";"0";"238,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:15";"-2,00";"236,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:17";"0";"236,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:17";"-2,00";"234,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:21";"2,00";"236,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:21";"-2,00";"234,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:25";"0,40";"235,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:26";"-2,00";"233,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:28";"6,00";"239,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:29";"-2,00";"237,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:31";"8,00";"245,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:31";"-2,00";"243,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:33";"2,00";"245,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:34";"-2,00";"243,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:34";"0";"243,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:35";"-2,00";"241,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:35";"0";"241,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:36";"-2,00";"239,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:36";"0";"239,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:37";"-2,00";"237,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:37";"0";"237,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:38";"-2,00";"235,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:40";"5,00";"240,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:41";"-2,00";"238,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:43";"1,60";"239,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:44";"-2,00";"237,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:46";"1,60";"239,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:47";"-2,00";"237,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:49";"0";"237,40";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:49";"-2,00";"235,40";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:53";"0,80";"236,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:53";"-2,00";"234,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:54";"0";"234,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:54";"-2,00";"232,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:55";"0";"232,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:56";"-2,00";"230,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:56";"0";"230,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:57";"-2,00";"228,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:57";"0";"228,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:58";"-2,00";"226,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:58";"0";"226,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:59";"-2,00";"224,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:56:59";"0";"224,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:00";"-2,00";"222,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:00";"0";"222,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:01";"-2,00";"220,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:01";"0";"220,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:02";"-2,00";"218,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:02";"0";"218,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:03";"-2,00";"216,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:04";"0";"216,20";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:04";"-2,00";"214,20";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:06";"1,60";"215,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:07";"-2,00";"213,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:07";"0";"213,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:08";"-2,00";"211,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:10";"0";"211,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:10";"-2,00";"209,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:12";"0";"209,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:13";"-2,00";"207,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:17";"1,00";"208,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:18";"-2,00";"206,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:20";"0";"206,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:23";"-2,00";"204,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:25";"0";"204,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:26";"-2,00";"202,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:26";"0";"202,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:27";"-2,00";"200,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:29";"0";"200,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:29";"-2,00";"198,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:31";"0";"198,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:32";"-2,00";"196,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:34";"0";"196,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:34";"-2,00";"194,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:35";"0";"194,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:36";"-2,00";"192,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:38";"0";"192,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:38";"-2,00";"190,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:40";"4,00";"194,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:41";"-2,00";"192,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:43";"0";"192,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:44";"-2,00";"190,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:44";"0";"190,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:45";"-2,00";"188,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:45";"0";"188,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:46";"-2,00";"186,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:48";"0";"186,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:50";"-2,00";"184,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:53";"2,00";"186,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:53";"-2,00";"184,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:54";"0";"184,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:54";"-2,00";"182,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:55";"0";"182,80";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:55";"-2,00";"180,80";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:58";"1,80";"182,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:57:58";"-2,00";"180,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:00";"5,00";"185,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:01";"-2,00";"183,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:03";"2,00";"185,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:04";"-2,00";"183,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:06";"25,00";"208,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:07";"-2,00";"206,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:07";"0";"206,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:07";"-2,00";"204,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:08";"0";"204,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:09";"-2,00";"202,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:09";"0";"202,60";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 13:58:10";"-2,00";"200,60";"Game-Start";"Game: Dolphin's Pearl Deluxe"
